"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.617298615E2,6.650206612E1,2.578124335E1,1.843240869E2,1.714572849E0,6.529144287E1,4.737872945E0,3.372995255E0
8.627298595E2,6.650207987E1,2.578126454E1,1.848046734E2,1.638921421E0,6.529144287E1,4.736776858E0,3.374534342E0
8.637298578E2,6.650208900E1,2.578129751E1,1.857786667E2,1.606585974E0,5.347546387E1,4.734780822E0,3.377334392E0
8.647298553E2,6.650210030E1,2.578132159E1,1.859812056E2,1.620345309E0,5.347546387E1,4.734464524E0,3.377777776E0
8.657298530E2,6.650211148E1,2.578134429E1,1.869076179E2,1.558388298E0,5.347546387E1,4.733125587E0,3.379653712E0
8.667298512E2,6.650211880E1,2.578137779E1,1.871353730E2,1.582434629E0,5.347546387E1,4.732909876E0,3.379955790E0
8.677298495E2,6.650212832E1,2.578140575E1,1.873366794E2,1.614296621E0,5.347546387E1,4.733008598E0,3.379817545E0
8.687298477E2,6.650213788E1,2.578143690E1,1.872618196E2,1.641561607E0,5.347546387E1,4.731858074E0,3.381428131E0
8.697298446E2,6.650215034E1,2.578146469E1,1.863193343E2,1.602952109E0,5.347546387E1,4.733715858E0,3.378826898E0
8.707298428E2,6.650215830E1,2.578150213E1,1.867058680E2,1.664862823E0,6.606237793E1,4.735243141E0,3.376686160E0
8.717298405E2,6.650216084E1,2.578154542E1,1.869289431E2,1.671479037E0,6.606237793E1,4.734752158E0,3.377374577E0
8.727298388E2,6.650216494E1,2.578158290E1,1.871022637E2,1.655933490E0,6.606237793E1,4.735471796E0,3.376365487E0
8.737298361E2,6.650216535E1,2.578161949E1,1.867562203E2,1.594243323E0,8.429678345E1,4.736090086E0,3.375498145E0
8.747298346E2,6.650216724E1,2.578166043E1,1.871175081E2,1.657765920E0,8.429678345E1,4.736348946E0,3.375134915E0
8.757298334E2,6.650216572E1,2.578169927E1,1.869070170E2,1.656357843E0,9.254150391E1,4.736765669E0,3.374550049E0
8.767298306E2,6.650215992E1,2.578173760E1,1.873773706E2,1.653711908E0,1.088041992E2,4.737153439E0,3.374005680E0
8.777298279E2,6.650215903E1,2.578177914E1,1.873798190E2,1.682100372E0,1.088041992E2,4.737657915E0,3.373297276E0
8.787298263E2,6.650215267E1,2.578181602E1,1.873879328E2,1.663248386E0,1.033773499E2,4.737786760E0,3.373116312E0
8.797298239E2,6.650214949E1,2.578185392E1,1.888559294E2,1.555175437E0,1.033773499E2,4.738602339E0,3.371970477E0
8.807298218E2,6.650215214E1,2.578189231E1,1.883059787E2,1.621325064E0,9.812072754E1,4.739232515E0,3.371084722E0
8.817298200E2,6.650214904E1,2.578192947E1,1.878491812E2,1.618369706E0,9.812072754E1,4.738471271E0,3.372154659E0
8.827298174E2,6.650214538E1,2.578196667E1,1.880959462E2,1.649711901E0,9.812072754E1,4.738850864E0,3.371621201E0
8.837298155E2,6.650214079E1,2.578200326E1,1.881778699E2,1.655415457E0,9.812072754E1,4.739077523E0,3.371302606E0
8.847298133E2,6.650214101E1,2.578204374E1,1.883787127E2,1.654931993E0,9.408065796E1,4.739139501E0,3.371215481E0
8.857298117E2,6.650213699E1,2.578208015E1,1.886327600E2,1.641657118E0,9.408065796E1,4.739593945E0,3.370576548E0
8.867298089E2,6.650213322E1,2.578211892E1,1.885976561E2,1.656692828E0,9.408065796E1,4.739873910E0,3.370182836E0
8.877298077E2,6.650213203E1,2.578215670E1,1.884900829E2,1.650815658E0,1.085588684E2,4.739859672E0,3.370202861E0
8.887300764E2,6.650212511E1,2.578219263E1,1.885473353E2,1.645762031E0,1.085588684E2,4.739418908E0,3.370822666E0
8.897300787E2,6.650212252E1,2.578223072E1,1.885672780E2,1.645631962E0,1.085588684E2,4.739871419E0,3.370186340E0
8.907300771E2,6.650211822E1,2.578226903E1,1.883867153E2,1.645126794E0,1.085588684E2,4.739765407E0,3.370335431E0
8.917300758E2,6.650211373E1,2.578230367E1,1.880112821E2,1.618789962E0,1.085588684E2,4.739650921E0,3.370496429E0
8.927300800E2,6.650210737E1,2.578234194E1,1.881638881E2,1.643772161E0,1.085588684E2,4.739709304E0,3.370414329E0
8.937300780E2,6.650209954E1,2.578237825E1,1.881577507E2,1.652752730E0,1.115609741E2,4.740090523E0,3.369878168E0
8.947300826E2,6.650209109E1,2.578241262E1,1.880911351E2,1.640414381E0,1.115609741E2,4.740044028E0,3.369943567E0
8.957300775E2,6.650208507E1,2.578245061E1,1.879733551E2,1.657491028E0,1.314983215E2,4.739692237E0,3.370438329E0
8.967300724E2,6.650207470E1,2.578247878E1,1.885285617E2,1.624678923E0,1.314983215E2,4.739699205E0,3.370428531E0
8.977300750E2,6.650206113E1,2.578250083E1,1.884877429E2,1.611730344E0,1.358475952E2,4.740022376E0,3.369974022E0
8.987300783E2,6.650204541E1,2.578251822E1,1.875695917E2,1.599448977E0,1.449986267E2,4.738210237E0,3.372521428E0
8.997300780E2,6.650202992E1,2.578253695E1,1.879646865E2,1.667892833E0,1.449986267E2,4.736462433E0,3.374975652E0
9.007300782E2,6.650201895E1,2.578255475E1,1.878392323E2,1.592418094E0,1.449986267E2,4.736715507E0,3.374620458E0
9.017300776E2,6.650201274E1,2.578257984E1,1.856723551E2,1.299106671E0,1.449986267E2,4.734790431E0,3.377320922E0
9.027300748E2,6.650200158E1,2.578260771E1,1.863191988E2,1.494806701E0,1.449986267E2,4.735479771E0,3.376354301E0
9.037300733E2,6.650198578E1,2.578262680E1,1.866882111E2,1.608952640E0,1.449986267E2,4.734190716E0,3.378161527E0
9.047300731E2,6.650197174E1,2.578264343E1,1.866695756E2,1.599394352E0,1.449986267E2,4.735352637E0,3.376532606E0
9.057300724E2,6.650196186E1,2.578266184E1,1.860693913E2,1.486458996E0,1.449986267E2,4.734558929E0,3.377645449E0
9.067300707E2,6.650195000E1,2.578269150E1,1.868562806E2,1.625228908E0,1.413075256E2,4.735530263E0,3.376283484E0
9.077300695E2,6.650193823E1,2.578272104E1,1.866992736E2,1.627670605E0,1.407599487E2,4.736516993E0,3.374899081E0
9.087300692E2,6.650192477E1,2.578274630E1,1.869000162E2,1.629184700E0,1.407599487E2,4.736076314E0,3.375517468E0
9.097300675E2,6.650191184E1,2.578276815E1,1.874059351E2,1.622629409E0,1.407599487E2,4.737017052E0,3.374197161E0
9.107300663E2,6.650189948E1,2.578279389E1,1.871377956E2,1.609042180E0,1.407599487E2,4.737239530E0,3.373884804E0
9.117300655E2,6.650188696E1,2.578281838E1,1.870115049E2,1.617138733E0,1.407599487E2,4.737220616E0,3.373911361E0
9.127300637E2,6.650187653E1,2.578284414E1,1.869389057E2,1.634166818E0,1.407599487E2,4.737041290E0,3.374163133E0
9.137300630E2,6.650186437E1,2.578286827E1,1.867540597E2,1.600955290E0,1.407599487E2,4.737115652E0,3.374058733E0
9.147300611E2,6.650185759E1,2.578289916E1,1.860960846E2,1.516943533E0,1.404075012E2,4.737011395E0,3.374205102E0
9.157300602E2,6.650184191E1,2.578292135E1,1.866856697E2,1.621760091E0,1.404075012E2,4.735952061E0,3.375691798E0
9.167300586E2,6.650183089E1,2.578294391E1,1.864369122E2,1.622447479E0,1.404075012E2,4.736748570E0,3.374574050E0
9.177300563E2,6.650182832E1,2.578298481E1,1.849176271E2,1.473608335E0,1.404075012E2,4.735816028E0,3.375882638E0
9.187300549E2,6.650181343E1,2.578300254E1,1.852957385E2,1.528960088E0,1.404075012E2,4.736534578E0,3.374874402E0
9.197300532E2,6.650180051E1,2.578302994E1,1.853509294E2,1.616157223E0,1.404075012E2,4.736270722E0,3.375244684E0
9.207300515E2,6.650178906E1,2.578305510E1,1.857837903E2,1.625085430E0,1.404075012E2,4.736400360E0,3.375062765E0
9.217300498E2,6.650177909E1,2.578308523E1,1.855451698E2,1.629742338E0,1.404075012E2,4.736572879E0,3.374820646E0
9.227300481E2,6.650176825E1,2.578310745E1,1.855101281E2,1.624946524E0,1.404075012E2,4.736067994E0,3.375529142E0
9.237300467E2,6.650175461E1,2.578312863E1,1.856305173E2,1.688317995E0,1.404075012E2,4.736482422E0,3.374947599E0
9.247300453E2,6.650174108E1,2.578313533E1,1.851624862E2,1.596496064E0,1.467149963E2,4.735404827E0,3.376459411E0
9.257300432E2,6.650172874E1,2.578314918E1,1.845526152E2,1.567079585E0,1.467149963E2,4.734898345E0,3.377169628E0
9.267300410E2,6.650171562E1,2.578315811E1,1.846191205E2,1.599994951E0,1.598831787E2,4.734670437E0,3.377489139E0
9.277300395E2,6.650170180E1,2.578317755E1,1.844182618E2,1.648155906E0,1.598831787E2,4.734676105E0,3.377481193E0
9.287300376E2,6.650168891E1,2.578319774E1,1.840527591E2,1.635183075E0,1.598831787E2,4.734488228E0,3.377744551E0
9.297300357E2,6.650167477E1,2.578321349E1,1.839451618E2,1.648610171E0,1.598831787E2,4.735211008E0,3.376731222E0
9.307300341E2,6.650165968E1,2.578323251E1,1.839228882E2,1.665569927E0,1.598831787E2,4.735615806E0,3.376163498E0
9.317300323E2,6.650164615E1,2.578323823E1,1.835276471E2,1.606870288E0,1.800000000E2,4.735800713E0,3.375904122E0
